listing_id,id,date,reviewer_id,reviewer_name,Comments
40881328,590116120,,324637422,Ulyssis,"It was a wonderful place!! We had been staying in hotels, but it was not the best place for three young kids. When we found this place it wasn’t a crazy price, so we booked it. It was clean and everything was new! It had all the cooking appliances I need. My kids loved it so it was a plus! The view was amazing!!"
7742525,42963254,,32471387,Egemen,Lisa very helpful. It was very nice experience. Nice location. And very comfortable house. Thank you very much for eveything. <br/>
45243398,9.51E+17,,324747137,Matthew,"Highly recommend staying with Kari. Very communicative host, always willing to assist with any problem, even if not physically present. Great location at a great price."
32963775,456049954,,32493962,Sean,Stay here and enjoy Seattle’s best!
16807983,131282626,,32509520,Lianglin,Hellen's house is new and warm?I and my friends have a great dinner in here?thanks?
7455832,6.46E+17,,325631428,Shan,The house is so comfortable and clean. It has everything you need and makes you feel like home. I like the one floor house compared some 3 floor townhouse it’s easy for everything. Ryan is very helpful with all questions and service. Great experience here.
8.29E+17,8.7E+17,,32605130,Kristan,"This was the perfect spot for our family. Spacious, very clean, and thoughtfully decorated. If you’re looking for a spot to stay in Seattle, this is it! Can’t wait to come back."
48572643,748070315,,326273031,Anna,"Very cute, clean and comfortable AirBnb! Perfect for a weekend in Seattle."
42511001,4.03E+17,,326349328,Ryan,Great place and location
13548374,81754718,,32637921,Charlie,Connie was responsive and friendly and other than the wifi/cable not being installed (for which she generously discounted me) everything was great.
8632651,55561916,,32668698,Candy,Kelly is a fabulous host. We encountered a problem that was outside of her control during our stay and she was quick to respond and was able to move us to this new location. Her homes are welcoming and comfortable. Our family of three was well cared for during our long stay. We slept very comfortably in the king sized bed. All of the bedding was nice and comfy.
5991734,33013383,,32686765,Matt,"The cottage was very nice, and even better than we expected from the posting. The studio cottage was spotless, well maintained and felt brand new. This was our first Airbnb experience, it was easy and well worth it. It was few blocks from the beach and totally quiet throughout the day and night. Jessica provided local information and good directions to the cottage and she was easy to work with."
52064963,6.21E+17,,32706592,Lawrence,"Excellent place to stay in a perfect location. In the midst of downtown with lots of restaurants and bars walking distance. Def recommend Lyft when traveling outside the city as it was cheaper than Uber. The place was really clean, plenty of towels, had shampoo and conditioner which was a nice touch, had a smart tv too. The lock system is really convenient with the app to unlock but also the backup keypad in case I was out of battery. Rooftop view is perfect to see the Space Needle! Overall highly recommend and will def book again when I’m back in Seattle."
25230615,277159520,,32707238,Rick,"This cute lovely house is way more than I expected. Darcy was wonderful, the bed was super comfortable, and the coffee was great. Loved everything about staying here."
42629440,623364563,,327311727,Anders,"Gwyn and Sean are great hosts, made me feel at home in notime!<br/>Perfect position with alot of what one needs within walking distance. I had to shorten my stay due to covid-19 but will most certainly be back!"
39949477,595194478,,327483139,Holly,"Stay here, cute loft style hotel real peaceful. In-between restaurants if you're hungry, free tea and coffee. Cute place."
13173803,142237235,,32768705,Chris,This a very beautiful space and Glen is really awesome. He responds in a very timely manner to any questions and is very attentive to whatever you need. I really enjoyed my stay and would definitely stay here again!
11929388,68018121,,32790386,Steve,"Liz honored our last minute request and provided us with a very neat and clean, newly renovated apartment located in the community of Wallingford. We really enjoyed the area with lots of walking streets, coffee shops, and restaurants nearby. It is centrally located just 10 minutes or so from the downtown with easy access to the freeway. My only regret is that we could only spend 6 days there, I would have loved to stay longer!"
13045179,80829578,,3284858,Laurel,The place is great. The hosts were super friendly and left info about things to do in the area. Check in was super easy and the off-street parking was very convenient. <br/>No tv and not a lot of natural light because it's a basement suite. Lots of space inside the apartment however.
37656744,614334677,,328635653,Jacob,Karen and her Husband are amazing people. This place was above and beyond my expectations. Beautiful views / great setup / perfect quiet location in the city.
18194024,149520398,,32868041,Landon,If your in Seattle for a night or so definitely stay with Shawn! My girlfriend and I were so pleased with the beautiful little private place that had everything you needed. Shawn is really nice to talk with and was very helpful with recommendations; she even further accommodated us after we checked out! She has 2 amazing dogs and an awesome set-up. My girlfriend and I will be back when we revisit the city. Tell Shawn we said hi when you book!
7418814,39863593,,32873049,Elizabeth,"We had a excellent stay with Kelly and co. Everything was as described, and we found ourselves surprised by the quality linens, hospitality, and overall tranquility of the setting. We were there with our teenage daughters, and found the accommodations surpassed our expectations. Fresh coffee in the fridge was a welcome perk, and my husband faved about the toiletries! We especially loved spending quality time with Rocky the dog while we were there. 5 stars all the way! Thank You!"
46857184,725683903,,329121425,Ali,"Great location and very comfortable space! The neighborhood is lovely and only a 15 min walk to Seattle Center and the space needle. Finding a parking spot was never a problem and we were able to walk most places anyway. There is a full time renter on the bottom floor of the house with a separate entrance, who we could hear once in a while, but hardly noticed at all. Otherwise, a nice and quiet neighborhood. I highly recommend Karen’s place and hope to stay again!"
52761885,5.66E+17,,32934732,Carol,This a cozy spot in a great location.
36237679,625779535,,330158312,Bella,Good cheap stAy
23705000,280222219,,33031031,Franklin,Great location. The house was perfect when we arrived. Very responsive if I had questions. Left snacks and a bottle of wine for us which was very unexpected and a really nice touch!
47032823,724413937,,330323360,Luke,Great Stay
850481,52052183,,33046127,Michael,"This is a decently equipped townhouse in a wonderful and spacious area... My wife and I were moving to the Seattle area, and stayed here while we were looking for long-term housing - It was great to have for that purpose. <br/><br/>A few things kept this from being perfect. It appeared clean at first glance, but we noticed things like much of the kitchenware that had been put back dirty, and there was a load of sheets/towels in the dryer that had not been put away - Surely the result of whoever stayed there prior, but reminded me more of a ""common room"" at times than a private dwelling. Additionally, the sink had a leak that was there before we arrived - We didn't notice it until it had leaked through to the floor below. Leaks happen, and things go wrong - but this was broken prior to our arrival. Things like this can happen anywhere, and the hosts were ultimately responsive to these issues, but it's unfortunate that they were present before we arrived, and communicating them wasn't always simple. There were a couple of maintenance visits that were frustrating, as I felt that the workers didn't have a clear idea of what to do. However, Elisa was always very pleasant to deal with, and definitely cares about these issues, and about the house and guest comfort.<br/><br/>There were other small things - like the closet doors that didn't close entirely and were a bit off-track, and the heating being either completely off or absurdly hot - that on their own, wouldn't be a big deal, but were a bit frustrating when taken as a whole.<br/><br/>But overall, I don't think there's much to complain about, especially when comparing to other units this size in the area. It's a great area, with easy access to everything, and the townhouse itself feels much larger than it actually is. Nothing was too noisy, and it was ultimately comfortable. I work remotely, and I had no problem working from the townhouse while we were staying in it. <br/><br/>If you need housing this size for more than a couple of weeks, it's hard to go wrong here."
7037522,37803416,,33052393,Silvia,"We had a nice and welcoming arrival. We were the first ones in there and it was really nice, clean and new. It was a really nice area, quiet but still close to the city. We had a really nice time there."
8.4E+17,8.58E+17,,33072087,Rahul,"great place and nice location! close to downtown and easily accessible to I5 and 90. parking a bit tight since lots of construction and new house being built, but always able to find a spot."
14991780,110819845,,33135201,Erica,"Great experience in this house. We had a large group that loved how cozy and comfortable the place was. Short walk to all of the restaurants and bars of interest in Capitol Hill. <br/><br/>Highly recommend for large groups. 2 of the ""bedrooms"" are actually unattached rooms in the backyard, which we didn't mind at all as those who wanted more privacy choose those rooms. Many of the sleeping spaces are in a loft-type arrangement, so this house is ideal for people who will be on the same schedule."
2670365,33176974,,33158970,Wyatt,"Absolutely beautiful neighborhood and super-quiet, within walking distance of great near locations (15th st. & Capitol Hill) for evening fun. Matthew, our host, was a star - communicative, organized, friendly, and just the right amount of help without being 'too much'. The room is perched on the top floor - windows to the trees, comfortable bed, great bathroom. We will be back. . . . . ."
42648598,623946449,,33159278,Melissa,"This place was great—nice open layout with lots of light. The nightclub was closed when I stayed here so I can’t speak to the noise. It was very quiet during my stay. The place was very clean and the host was responsive, flexible, and helpful. It’s so nice having a whole condo during a trip. Short walk to Whole Foods and other shops. Market House Meats on the corner makes great breakfast sandwiches too. <br/>You can’t beat this location—you can walk to Pike Place Market, lots of downtown destinations, and Capitol Hill—and there’s easy access to the freeway. <br/>There is a skylight in the bedroom, which is a nice feature, but as a result the room doesn’t get completely dark if that matters to you."
22630322,236209163,,33172196,Jonathan,The house is sparkling clean. The entire place is Amazon Alexa enabled so you can change the color of the lights and control EVERYTHING with your voice. The master bedroom is amazing and the shower alone makes it worth it. Hosts are awesome. Best Airbnb we have ever been to.
3772674,18604733,,331733,James,"Kim is a conscientious host and her family's place has all the conveniences you really need. The Wifi signal was excellent, and that's high on my priority list. The available driveway parking was also a major plus. And the drive to the central Seattle area was only about 15 to 20 minutes. <br/>Bonus: bed was comfortable and there's a nice back porch/yard you can enjoy. Would I stay there again? Yes. <br/><br/>"
49926704,762373473,,332011310,Terra,Our stay was great. The staff were so friendly and responsive. I was thrilled with the location and accommodations. This place is great.
6304139,34587637,,33207004,Bob,Lovely self contained apartment (Pesha and family live the floor above) with everything you need in a very nice and very convenient part of town. We were Pesha's first guests and they did everything they could to make us comfortable and they succeeded superbly well. We loved it and will be back again.
19770530,173700977,,33208533,Joel,"Joshua's place was a perfect stop for a short weekend in Seattle. The location was great. The apartment was affordable, and communication was easy."
44016360,651631605,,332244445,Juan,"Dorthy made us feel right at home. Her kitchen is fully stocked for cooking and has a good table for 4 to eat dinner on. We arrived in 2 vehicles and she has plenty of parking. The suite has an amazing view. It’s also very spacious. Loved the Roku on the tv. It’s a smart tv so you can log in and watch your Netflix like we did. The private shower is pure luxury and very relaxing. I can honestly say I would be back. We stayed here for a full month and have nothing bad to say. If you have any questions she will answer you immediately. And don’t get me started on her manager John, he is a good man. He will resolve any issue you may have ASAP. Thank Dorthy and John. May God bless you both."
31545482,420461426,,33229020,Ivan,"If you're looking for the complete Seattle experience you have come to the right place. Everything about this quaint little home was great. They had it all, from a comfortable bed to the cutest decor. Bill, the co host really goes above and beyond to make sure you have a great experience. The best part about the location was the easy access to the metro stop that takes you directly to all the amazing spots that Seattle has to offer. My girlfriend and I had an amazing time. When we come back we will definitely be looking to book our stay here."
6705584,35160961,,33230307,Ben,"Nice place for the money, as hotels in the university district are far more expensive. Parking was difficult, but not impossible, but you don't really need a car to access all the shops and restaurants nearby. Melissa was a good host, and just upgraded the wifi, so Internet access was great. I stayed a week and it was only noisy once on a Saturday night, then perfectly quiet thereafter. Shower was ocassionally lacking in power, but was always hot. Would recommend for 1-2 people traveling on a budget."
35915436,498474924,,33238290,Savannah,This was the most amazing vacation we have been on. It was my first ever time to Seattle and the location felt very central to everything that we had planned for our weekend. Our hosts were so incredibly nice and went the extra mile to make sure we were comfortable. We will absolutely stay here again for our next visit!
26756649,318366002,,3326151,Alejandro,We have stayed here several times and everything is always perfect. You just can’t beat this place and we recommend it to anyone.
1628210,35499294,,33278130,Tom,Outstanding location. Great for short walks to great restaurants and coffee shops. Place was very clean and had good accommodations!
23703054,282186746,,33297075,Jc,"OVERALL: 5-stars (*****) STAY: 5 days PROS: Great neighborhood, local restaurants, local bars, responsive host, good WIFI, reasonably close to everything downtown, well appointed-property CONS: stairs, stairs, stairs, and hills all around the house"
7091397,39317403,,33310888,Skylar,"Barbara was very sweet, she even offered to order us dinner after our drive from Montana to Seattle because we were stuck in traffic. the kitchen was beautiful and spotless, as was the rest of the bungalow. great location and very close to transportation."
4892357,36874271,,33320906,Catherine,"I am so happy I stayed here! I moved to Seattle from New York, and this apartment was a great first home in the city. Super convenient to lots of restaurants and even for people heading to the east side. The arboretum is walkable as well as grocery stores and a farmers market. I wish I could have stayed here long while looking for an apartment. Robert was a great host."
47047526,726238102,,33326776,Usman,Great hospitality by Blueground staff.
44155604,647845503,,333805759,Meranda,"This girls trip is one we will never forget. The home was even better than we could have imagined! Sparkling clean, spacious, and so affordable for the value of the home. We loved spending our meals on the rooftop in our old neighborhood of Capitol Hill, Seattle. Everything is so close by and walkable in this neighborhood, but we opted to get take out (our favorite Taco's Chukis is so close, and Hot Mama's pizza of course) and enjoy all of our meals on the lovely rooftop. We will definitely recommend your beautiful home to all of our friends and stay here on our next visit to our college town. We can't we wait to be back! Thank you a million times!"
33690503,439823581,,33396814,Tracey,Sparkling clean apartment with plenty of linens and towels. Great value and excellent location.
17611308,159825452,,33403684,Ryan,"I stayed here over the weekend, and found it to be the perfect location to enjoy all that downtown Seattle has to offer. Pike Place market is literally a few minutes walk away, and downtown Seattle, with the shops, restaurants, bars, etc. are easily accessible by public transit, bike, or foot. Exploring the pier is also easy; the aquarium is so close! <br/>The unit itself is quiet and clean, with a really comfortable bed. Gets good light, especially in the morning and is quite spacious. I especially liked the door code access; it's way easier than keeping track of a key. That's one of those things that you don't think you need until you've experience it - it's so convenient! <br/>Check in and out were a breeze. The owner or a representative were always available whenever I had any questions. I'm not familiar with Apple TV, but a simple email prompted an immediate call and walk through of how to access what I wanted to watch. Tremendous service! <br/>I would 100% choose to stay here again. The combination of convenience, cleanliness, service, and comfort put this at the very top of my list of places to stay in Seattle!"
45057769,709475728,,334515835,Jacob,A+
6734621,35033110,,33457662,Sterling,"Our stay with Andrew was fantastic! We were greeted punctually with a welcome card and a bottle of Prosecco. Andrew gave us a tour of his beautiful four story home upon arrival. He then explained to us that a key code would be used for our access, which in my opinion is the easiest way. Andrew's home is in a great location, and just minutes away from downtown Seattle, as well as some of the main attractions in Seattle (Pike Place Market). The neighbors were all very friendly and we felt safe throughout our entire stay. His home was exactly as listed, and very clean. I would HIGHLY recommend his beautiful home, especially if you are with a group looking to enjoy this beautiful city. Thanks again Andrew!"
24695469,266852770,,33462800,Jeffrey,"Stephanie's place is warm and inviting, and a perfect respite from the city. I also liked that her house is within 5 minutes walk to the Express C bus to downtown which spared me from driving and finding parking. The area is quiet and good for sleeping, yet a very close walk to lots of fun shops and restaurants. A number of grocery stores were en-route to the house. About the house itself; she obviously put a lot of work into making this a very comfortable , convenient, and clean place to stay. The decor is beautiful and tasteful. I loved the outdoor deck and comfortable outdoor furniture for sunny days. There were extra towels and quilts for guests. I also loved the spa-feel of the shower downstairs. The bed I slept in was so comfortable! She even had filtered water in the kitchen sink and in the showers. I would definitely stay there again!"
34758003,460203874,,33521786,Ruthrapathy,"Adjua's place was wonderful. It was very clean and beautiful. It is so close to Pike's place (~15 minute drive). The neighborhood is very safe, and lots of street parking is available. Adjua is an excellent host, she guided us all through checkin to checkout and responded very quickly for any queries."
36201350,605987167,,335935876,Andy,"I found this hotel to be quite over-the-top. It's focused on millenial ""furbaby"" parents who love their dogs. Much of the decor was pineapple themed, from the room card, to coffee mugs(available for purchase). Lots of gimmicky in-room purchases you can make for your fur babies. You put down a deposit in case you decide you want to take home the plush husky in the room, or some treat baskets. Warning to the parents with small children. I'm sure some people would love this.<br/>Besides that, it was a fine place to stay. It was clean and quiet. Right next to the monorail, but I didn't find it loud. There were a few families staying next door. Good place to bring kids(human or dog). <br/>Fairly standard breakfast, but it was included in the cost and I can't complain. Wifi seemed strong as well."
654734,2613239,,3361227,Chris,"Grace was extremely hospitable, providing us with everything we needed for a comfortable stay, including towels and toiletries, simple cooking ingredients for the kitchen, and even a queen size air mattress to accommodate our 4 guests. The condo was in a perfect location, too. Walking distance to anything you'd need to get to in Seattle. Highly recommended."
6438518,35235691,,33671318,Marie,We loved this place. Nice and clean and a great location to all the Fremont/Phinney neighborhood's Seattle has to offer. We will be returning again for sure.
37542043,528812178,,33681373,Joel,"Good location, responsive host, good value for the price"
54223279,5.71E+17,,336953745,Barbara Arlette,"The neighborhood is nice and quite, if your looking for a place were there's not much nice around, this is perfect! All guests/people that's staying help keep the house clean and someone comes to clean the house once a week so it's never dirty. There's plenty of space in the common areas, the kitchen is big and equipped."
7349029,38800212,,33729565,Ariel,This was my BEST airbnb experience ever! The place and view was gorgeous!! Ron was awesome and very accommodating. I would love to stay again.
3770248,17601580,,337540,Mislav,"The place was really easy to find and close to bus stations coming from downtown/Capitol Hill. The University town nearby is a nice place to take walks around. The building was really quiet, except of course for the garbage truck each morning, but that was indicated in the listing and I didn't mind much either way. Beds are comfortable, but wifi signal not strong enough for anything more substantial than checking messages. I never met my host in person but she helped me out over intercom whenever I had questions."
17865690,142949444,,33783537,William,"This was a terrific place to stay. The furnishings are all new and very comfortable. The neighborhood is quiet and feels secluded, but is close to everything we wanted to do. Finally....the heated floors feel amazing on the tootsies, and now I want them in my own home! <br/>Thanks again guys for a wonderful stay!"
41003115,616534193,,338155935,Corey,No need to pack heavy here folks this place has it all Down to Wine and laundry soap I really enjoyed my stay
16232208,120773611,,3382538,Brayden,"Jody and Ray were super welcoming. We found this location perfect for a get together of friends to come together, relax and play a great evening of games."
6263270,44211499,,33934572,Dana,"Kristin and her husband greeted at their apartment - the place is hotel quality. Very modern and clean and looks as it does in the pictures. The location is great as it's walking distance to Pike Place Market and other city attractions. Neighborhood is very cool - great restaurants/bars, but a little seedy at night - the property is super secure so we felt fine getting back there. Tip: Be sure to double check how to use the lock - we were worried we were going to break it in the door."
16617445,664465689,,339375765,Hector,Great view and great stay.
6490453,35146363,,33950639,Chen,"The house is very large, modern and clean. The room in the basement is very comfortable. It has a separate toilet, as well as 50-inch television. It's own private space. If possible I really want to stay longer."
42689162,630128955,,339711067,Jasmine,It was one of the best Airbnb’s I have ever had the pleasure of staying in. It was so beautiful and funky in the best way!!
27993345,664470016,,339749228,Anthony,A great place !
39798869,731740118,,33996369,Donald,"What a beautiful place with an amazing view! Parking is a bit expensive, but it is convenient. The complex is very nice and easy to navigate. Can't wait to stay here again!"
42672886,622478706,,339996349,Catherine,"This air bnb was sparkling clean, and provided everything one could need for short or long term stay. It is conveniently close to at least 3 groceries, restaurants, spas, a major gym, yoga and Pilates studios, a park, the beach, post offices and many other conveniences.<br/>Brian and Anh are awesome hosts who made sure I had everything I needed and kept checking in to see how I was doing in self-isolation and social distancing so I didn’t feel so alone in a foreign country. <br/>All in all, my stay in West Seattle Best Seattle was great despite the unfortunate event of Covid19 because the house was clean, comfortable, fully equipped and safe and Brain and Anh are the perfect hosts."
22265012,5.12E+17,,340108389,William,"We had an amazing stay in Kaylas west Seattle home. The house was great. It was clean and very cozy. The bed was vey comfy, and the living room couch and tv with streaming services was perfect for winding down at night. It was very dog friendly. The backyard area was amazing and the sauna was like the icing on the cake. Neighborhood was awesome with lots of excellent little coffee shops and food close by. We recommend supreme pizza, bebop waffle, and the sound and fog coffee shop. This isn’t to good to be true. We thoroughly enjoyed our stay and would love to stay again whenever visiting Seattle."
43554835,627383134,,340876414,Deejaune,I very much advise and suggest hosting with Li !! She is an amazing host very understanding and very fast responses !!!
34505467,472479402,,34111659,Robert,This is a beautifully decorated and well-equipped apartment in a quiet residential area. There are a few restaurants nearby and Green Lake is an easy walk. There's a regular bus service to downtown.
47856630,767401203,,341866056,Matt,"There are great Airbnbs, and then there is this Airbnb. Absolutely, positively superlative; if you are heading to Seattle, this is, without a doubt, the place to stay! <br/>The house is incredible. Beautiful furniture, top-scale appliances (equipped with ‘smart’ tech), two offices (great for working remotely), a yard…the list goes on. Not only is this new house fantastic, but the hosts do such a great job decorating it with lovely, homey touches. <br/>The location is fantastic. Central to everything you’d like to visit in Seattle: Seattle Center, Downtown Seattle, ‘Funky’ Fremont, Ballard, etc. Queen Anne itself is very lovely, full of parks, restaurants and cute stores.<br/>Finally, Christophe and Dorette are excellent hosts. Super responsive and kind, they went the extra mile to ensure that we had a great stay.<br/>We are so thankful that we had the chance to stay here; if you’re reading this review, that means you have that chance too!"
42646755,622481631,,34223013,Zach,James offers a great place in an awesome location! Everything was very clean and James was always available to answer any questions I had. Definitely worth the stay.
49798698,4.8E+17,,342914198,Zhilin,This was a great experience!
36237111,629280838,,342964335,Zach,Was better than most hotels your going to stay at. You get the privacy you want and the room was much bigger then the average hotel room.
6117473,34492701,,34457214,Katie,Great place to stay. The back porch is so peaceful. Relaxed atmosphere. Farm fresh goodies to eat. Very laid back. Will definitely be back. Jessie was a gracious hostess.
48019499,730823614,,344652020,Dina,Hosts are great!
47982357,729080385,,345048404,Ellen,This is a fantastic place to stay. A lot of thought has gone into the furnishings-comfortable but stylish. Great kitchen. Great location. Very impressive! I would definitely stay here again.
23705305,277609430,,34513994,Pilar,Beautiful place!
29776840,348167716,,34525192,Grace,"Michael and German’s place was absolutely lovely! They were so welcoming and sweet when we arrived and we had a wonderful time in Seattle. Everything was very clean and looked even better than the pictures. Would absolutely stay here again, thanks for having us! :)"
27608157,327904180,,3454382,Sophie,"It’s a pretty basic space. Laptop friendly workspace is a little bit of a stretch. Shower will leak water onto the floor even if you’re very careful with the shower curtain (there were two towels so I just used one to absorb the water).<br/>Overall workable. I checked in a day earlier than planned and so some of the time to prepare the space wasn’t available. I agreed to it being a bit more basic than normal. If it weren’t for that, this would be a negative review, but I really appreciate being able to come in a day early with very little notice, so it all evens out for me."
27680098,633631141,,345695708,Dan,Very cute front yard
7987854,56910945,,34594731,Rebekah,"Awesome!!!! I'm a traveling nurse and lived here with a fellow nurse for 3 months. Great location to walk anywhere you want. Right below pikes market and the belltown district, which is filled with restaurants and bars. Can even walk to city target in 5 minutes! Amazing window views from the living room, patio, and bedrooms. Favorite part was walking and running on the water front with views of Mt. Rainer and the Olympic mountain range. Heath was so helpful from the moment we made contact. He helped us find a second parking spot and was flexible with us extending a extra week. He always would respond to any question or concern promptly. Highly recommend this place!!"
21252736,209735792,,34597915,Brittany,Very organized and clean! The stay was comfortable and super close to touristy places.
36107139,490456079,,3469055,Ross,"It was amazing, thanks so much for the hospitality."
5652705,35013167,,34764614,Johnny,"I'm really glad I choose to stay here. It was perfect. I was able to walk to my work, restaurants and it's a beautiful neighborhood."
36235813,638750407,,347918010,Gabriel,It’s a nice place
43531859,628007616,,348025070,Becca,"Isabel and Tyler did an amazing job making us feel welcome. The little touches they put into this airbnb really made us feel special. We stayed for a week and couldn't have asked for a better home away from home. The apartment was private, secure, well take care of and the location was perfect. Walking distance to grocery stores, plenty of parking, and a delicious Mexican resturaunt right across the street! It's everything we could've asked for and more, 10/10 would recommend to anyone looking to stay in the Seattle area. Thank you so much for hosting us!!"
14670084,103469539,,34830151,Jennifer,"We enjoyed our stay very much! It definitely had a ""home away from home"" feeling---we were able to relax, sleep comfortably, cook our own meals when we wanted to (in a beautiful kitchen) and we found the location to be very convenient too. Kerry was great with communication! We would definitely stay again."
11128182,62682508,,34837993,Michael,Bobby was very accommodating and helpful. He was flexible in finding a time that worked to meet us at such a short notice. He was prompt as well which made the exchange all the more enjoyable. The space was exactly what we needed - a charming room to rest our sleepy heads.
46037518,750172679,,34865177,Alexandra,Juliet’s private room was clean and quiet!
50658154,4.76E+17,,348806777,Jeffrey,Nice little garden hideout in the heart of a great neighborhood (Green Lake Park). Plenty of food and things to do within walking distance.
51806061,5.28E+17,,349092302,Rose,"We loved staying in this beautiful home! Everything that was needed for our trip was provided! Great area also, right across from a great park!"
38796485,538549295,,34917012,Joel,"The walk to downtown Leschi is adorable. The basement was private and easy to get in and out without bothering host and neighbors. Parking was easy and had plenty of spaces during the middle of the day. The view of Bellevue was quite picturesque. By far the best part is that even though you are minutes from downtown Seattle, this place has a great relaxing vibe to help you unwind after you've been in traffic and meetings all day :)"
4725935,23802962,,3494816,Suso,The neighborhood is in a good place .safety . i didnt see Michael . but Leah and Austin . his roommates are nice people . easy going .
43653096,716301688,,349530384,Preston,"Kari made the stay feel like a home away from home. Upon arrival, Kari has provided everything I needed, and she always asked if I need anything. She offered me suggestions on the best neighborhoods to visit and hiking trails to take. The next time I need an Airbnb in her location, I'll be quick to pick her."
31116686,634608978,,349566882,Monica,Chima was available for any questions I had regarding my stay. The neighborhood was quiet. I would stay there again when I am in the area.
14790343,100412335,,34962762,Rajiv,Very welcoming and sweet hosts!
6660186,34748602,,34971781,Diane,"This is a cosy basement apartment with a well stocked kitchen. Judy is a generous person, and a friendly welcoming host. The garden is beautiful!"
46587220,722218162,,350032810,Luke,This was a really great and affordable place to stay! The Airbnb is right next to a bus station that can take you to the major tourist attractions in Seattle. I’d definitely recommend this place if you’re looking for somewhere cheap and nice to stay. Thanks to Luay for hosting us!
48812084,769034555,,350252688,Chance,This house is beautiful! And the rooftop deck is even better. David was extremely accommodating and replied to our texts within the hour always. I had asked him to supply trash cans because there weren’t any and he got them to us within the next day. Thank you David!
26894254,295593281,,35044665,Stephen,Eric and Olga are a wonderful couple with a charming home. They will make you feel welcome in Seattle and are very knowledgable about the area. They are also exceptionally helpful and went the extra mile assisting me when I left my phone behind in a cab.
15299300,108135365,,35087566,Stephanie,"The listing was accurate. There were a few K-cups for coffee and 2 granola bars. The cooking items were very limited - no chopping knives, large pans, oil or spices. <br/><br/>The space was clean and looked like the pictures."
48156562,744118460,,351277314,Sanat,Lovely place! Definitely book this one.
6002165,35712876,,35132192,Charley,"The Huey House was fantastic from booking to our departure. It's in the coolest neighborhood and the location was perfect for a family weekend. This is very much a family home, not a professional rental. The Huey Family was super accomodating and straightforward. When we arrived there was a basket with beer and juices for the kids and they were cool enough to have toys for the kids laid out and soap/shampoo in the bathrooms. There was plenty of everything and we felt welcome in their home. We are grateful."
15746020,131920399,,35148972,Deborah,"Michael is a kind and gracious host. Very prompt in returning communications, helped us get our bags into the apartment. The guest area is by itself on the entry floor...a real plus in terms of coming and going. We were visiting our son who lives nearby and he was easily able to pick us up and drop us off without feeling as if we were disrupting anyone's home. The bedroom was lovely and clean, the bed itself SO comfortable. The bedroom is just outside the bedroom and is private for only your use, which is another plus. I could leave our toiletries out for the duration of our stay. The price was great for the location and the space. Michael himself was always available for advice and conversation. I hope he has many, many future guests!"
677266,2339304,,3515772,Mary Beth,"Angielena was a wonderful host. She gave us a great introduction to the neighborhood and the art center, and was available when we needed anything, always friendly and cheerful. Her dogs were sweet and adorable, and quiet. There are no words for the awesomeness of the shower, and the kitchen was a gret resource too. Such a fun area of ton and such a great place to stay!"
1301535,13460634,,3515898,Nick,"Corinne was super nice and helpful despite our late arrival! The neighborhood was cute, not to mention we loved her beautiful backyard decor. The downstairs apt was so comfortable and cozy for our short visit. The art displayed was so cool and interesting it was hard to leave."
11892077,73499299,,35160992,Kate & Ryan,"We had a wonderful time in Sharon's lovely condo. It was just the right size, clean and inviting with a nice view of the water. It is in a great location, convenient to shops and restaurants. <br/>The condo had everything we needed and then some. Very detailed instructions on how to enter the property and what to do when we left. We had a wonderful time!"
45057496,655652522,,351638340,Kacy,"Great place to stay, clean and perfect location"
6400379,35045063,,35176361,Peter,"Great location - Queen Anne minutes from lake Union and Seattle, in a quiet, well kept house with comfortable living/dining room, den and deck. Free parking ; but the best kept secret is that I got the best coffee in Seattle from Alex!"
44480117,661924842,,35231142,Ryan,Get place. Super clean and private. Really close to the light rail. Would highly recommend this place!
33406731,451384305,,35235190,Kyle,"Had an excellent stay at Nate's, everything was way beyond my expectations and I really appreciated the attentiveness and hospitality."
10344631,81110507,,3525676,Izabela,"Staying at John's was a great experience. The place is spacious, was clean and tidy, and I appreciated having a bedroom with a separate bathroom. The townhouse has three levels so it offers a lot of privacy. Public transport, a grocery store and a park are all nearby. John responded to the messages promptly and even though he was away when I arrived, everything was ready. John is a gracious host, very friendly, happy and approachable. Highly recommended!"
50008836,766002112,,352807637,Chad,"Amazing views, the city at night was stunning from this condo. Projector screen for movies, espresso, clean roomy, the perfect AirBnb in Seattle. close to everything, parking, what else could you ask for. I will be back again."
16726705,134304276,,35330863,Kimberly,"The Carriage House is as charming and comfortable as it looks in the photos! It is centrally located in Fremont, shops and restaurants are minutes away. The bus stop is nearby and there is always a Lyft within two minutes. The hosts are welcoming, gracious, and know the neighborhood well. I'm sure that I will stay here again!"
52289467,5.15E+17,,353820818,Connor,Amazing little studio with all the comforts of home. Beautifully styled and excellent communication from host.
54121098,6.2E+17,,35408303,Fabio,Tammy thank you for your hospitality.
7873789,46243173,,35427163,Manrup,"We had a wonderful stay! Lisa and her husband were so prompt and accommodating to us. We were vey pleased with our stay, thank you so much!"
2614387,11384284,,3543211,Ian,Sandy was a fantastic host! She gave us great advice on restaurants and activities in the Fremont/Ballard areas which are both great neighborhoods which we had never previously explored. Sandy is very warm and personable and we felt very comfortable staying in her home. Our private room and bathroom were very clean and comfortable. We will definitely stay with her again on future trips to Seattle.
